OrderID,ProductCategory,QuantityReturned,PurchaseAmount,ReasonForReturn,CustomerAccountAge,PreviousReturns,PreviousFraudReports,DeliveryType,ReturnCondition,RefundIssued,fraud
3155,Electronics,1,326.13471311287884,No longer needed,1050,6,0,Standard,Complete,59.971800224657876,1
3156,Electronics,6,322.9084791287221,Defective,1413,1,1,Standard,Opened,71.1825734622289,1
3157,Electronics,7,383.40612017039354,Wrong item,657,5,0,Express,Defective,395.17654750875,0
3158,Beauty & Health,5,128.96999626568575,Defective,270,9,1,Standard,Opened,447.7978479514238,0
3159,Electronics,1,337.5292552692749,No longer needed,741,1,1,Standard,Complete,126.07642809669291,0
3160,Home & Garden,6,208.2131211849715,Not as described,391,8,2,Standard,Complete,343.37884719119756,1
3161,Books,5,53.48167295376282,Not as described,680,14,0,Express,Defective,474.94740108353807,1
3162,Home & Garden,6,117.02845099682494,Wrong item,521,5,1,Express,Opened,535.2860393586298,0
3163,Home & Garden,7,401.1217948183484,Did not like,204,4,0,Standard,Damaged,310.71167316383867,0
3164,Books,7,450.04673507861935,Did not like,665,5,1,Standard,Damaged,117.19059899040701,1
3165,Home & Garden,2,155.75446953362092,Defective,979,12,1,Express,Defective,88.05446067347567,0
3166,Beauty & Health,3,111.37325024272741,Not as described,974,11,1,Standard,Opened,521.1206839108312,0
3167,Books,6,32.82776203768391,Did not like,347,5,0,Express,Defective,92.69419615529173,1
3168,Home & Garden,3,474.8947465216697,Did not like,1026,5,1,Standard,Damaged,499.78848956945836,0
3169,Clothing,2,348.25036401689977,Not as described,408,14,0,Standard,Complete,290.2875998646905,0
3170,Home & Garden,4,479.374450420717,Not as described,1496,9,0,Express,Defective,290.04044004791257,0
3171,Beauty & Health,5,434.6476078258664,No longer needed,1229,5,2,Express,Damaged,335.2243065518364,1
3172,Electronics,9,183.42396449139568,Defective,414,8,0,Express,Complete,124.68067853835035,0
3173,Home & Garden,3,74.08786196264327,Not as described,708,6,1,Standard,Defective,458.3994696183295,1
3174,Electronics,3,259.5472615328661,No longer needed,1044,10,1,Standard,Defective,215.00221740021996,0
3175,Clothing,6,32.87062295248209,Not as described,638,0,1,Standard,Damaged,378.7784400585903,1
3176,Home & Garden,5,91.95998150885583,Wrong item,171,9,1,Standard,Damaged,52.93367464740959,0
3177,Books,6,132.04766192724009,Wrong item,477,8,0,Standard,Complete,204.83496953913848,1
3178,Electronics,7,339.5103661493481,Wrong item,1308,5,2,Standard,Unopened,72.26349142779618,1
3179,Clothing,3,264.74118749796617,Not as described,233,9,0,Standard,Complete,222.48568476878123,0
3180,Books,5,165.16138693414294,Did not like,1297,14,1,Express,Defective,119.40241146047026,0
3181,Books,8,291.08883161184315,Did not like,492,7,0,Standard,Defective,88.52376781420202,1
3182,Books,4,80.0972714664163,Wrong item,1187,13,2,Express,Defective,516.3876190323888,1
3183,Books,2,382.739900872934,Defective,1095,2,2,Standard,Damaged,250.69537601881396,0
3184,Home & Garden,4,361.77686660157644,No longer needed,514,2,2,Express,Defective,503.93479576337575,0
3185,Home & Garden,2,123.9212843266541,Wrong item,502,12,2,Express,Defective,540.9635261133888,1
3186,Home & Garden,3,311.06794677262724,No longer needed,1236,13,2,Standard,Complete,328.3289313381316,0
3187,Clothing,4,261.5852500626742,No longer needed,164,11,0,Standard,Damaged,362.30792400782286,0
3188,Clothing,4,49.191829687903876,Wrong item,965,8,2,Standard,Complete,405.60724345828316,1
3189,Clothing,9,153.51388008134452,Did not like,500,11,2,Standard,Unopened,404.58978206225635,1
3190,Beauty & Health,6,499.75169793144914,Defective,389,8,1,Standard,Complete,341.5966475785438,0
3191,Clothing,9,67.77711733319168,Wrong item,1438,4,2,Express,Complete,376.89225372500323,0
3192,Home & Garden,4,263.07742737063717,No longer needed,1212,4,0,Standard,Unopened,292.6062219692046,1
3193,Home & Garden,9,427.68020221499705,Not as described,858,2,1,Standard,Complete,553.8794432978578,0
3194,Beauty & Health,9,164.3128990424787,Not as described,943,6,0,Express,Defective,446.716056680393,0
3195,Beauty & Health,6,145.14014671700025,No longer needed,760,6,1,Standard,Defective,223.20683032403565,0
3196,Clothing,5,447.5806648113554,Wrong item,456,2,2,Express,Opened,234.26426838288023,1
3197,Electronics,3,166.31837455115507,Did not like,977,7,0,Express,Damaged,300.37496422511714,1
3198,Beauty & Health,5,332.7167894013401,Wrong item,1097,5,1,Standard,Defective,67.41057861893867,0
3199,Books,3,375.35023247887165,Defective,851,2,0,Express,Damaged,595.2593142944229,0
3200,Home & Garden,5,398.5365196674104,Not as described,848,5,1,Standard,Complete,307.3133648199926,1
3201,Books,5,497.4846259073583,No longer needed,464,0,2,Express,Opened,476.2830454194549,0
3202,Home & Garden,2,405.5321934607521,Did not like,366,5,0,Express,Defective,137.00135740952885,1
3203,Home & Garden,9,335.3658353060165,Wrong item,505,6,0,Express,Complete,385.06622083937566,1
3204,Beauty & Health,7,449.82250772430734,Defective,238,3,0,Standard,Opened,259.93926747110083,1
3205,Beauty & Health,6,454.75742510669477,Wrong item,1288,14,2,Standard,Complete,539.4596011488458,1
3206,Books,5,487.1198996766152,Defective,765,3,2,Standard,Damaged,562.8963867994573,0
3207,Home & Garden,4,392.7033269487133,Wrong item,1229,2,1,Express,Complete,393.64939894891205,1
3208,Books,8,113.56511868710285,Did not like,1272,4,0,Express,Complete,83.51535647826944,1
3209,Electronics,2,360.70692267391524,Did not like,284,11,1,Express,Complete,306.63465372904227,1
3210,Books,8,56.061651989032875,No longer needed,882,12,1,Standard,Opened,59.311295492007815,0
3211,Clothing,1,172.62220539938886,Did not like,970,10,2,Express,Complete,334.90653840792726,1
3212,Books,1,75.58760495148006,Defective,802,0,0,Standard,Opened,325.7793615849265,0
3213,Clothing,3,475.97245130601925,No longer needed,1006,5,2,Express,Opened,279.4945076062323,1
3214,Clothing,5,182.60197386769377,Did not like,300,1,0,Express,Unopened,235.35417333612708,0
3215,Clothing,6,362.3435102927599,Not as described,717,3,1,Express,Complete,368.43068310677234,0
3216,Electronics,4,294.2328491773411,Defective,319,13,2,Express,Defective,147.23435941098705,0
3217,Books,7,71.6054782674257,No longer needed,956,5,2,Express,Opened,64.47873225870268,0
3218,Books,7,289.4453349828212,Defective,1111,10,0,Standard,Complete,482.68266179158303,1
3219,Electronics,2,337.291300843939,No longer needed,1152,10,1,Express,Defective,482.0757748609682,1
3220,Home & Garden,2,443.12828351054225,Defective,163,5,2,Express,Damaged,368.6708203516706,1
3221,Beauty & Health,2,53.64110836118872,Not as described,1036,11,1,Express,Defective,506.5485680539359,1
3222,Books,2,161.9043128464835,Did not like,1219,9,2,Express,Opened,332.1194610522101,0
3223,Beauty & Health,9,352.323653078054,Wrong item,639,6,2,Express,Opened,53.601154734712836,1
3224,Electronics,5,36.479185218469695,Wrong item,609,0,2,Standard,Opened,131.55243999411937,0
3225,Home & Garden,8,117.70565896518603,Wrong item,1463,11,1,Standard,Unopened,302.76294520861734,1
3226,Home & Garden,5,124.9617902742407,No longer needed,350,5,1,Standard,Defective,524.251290165457,0
3227,Home & Garden,5,341.27667813131546,Did not like,1402,8,1,Express,Complete,174.07016953412972,1
3228,Electronics,1,157.26112614821477,No longer needed,138,7,1,Standard,Complete,68.7247006473447,1
3229,Clothing,6,307.80591788487556,No longer needed,168,7,1,Express,Opened,276.87625499700505,0
3230,Clothing,4,483.3672544046275,No longer needed,376,10,1,Express,Defective,86.69689870712236,0
3231,Beauty & Health,3,400.7566313605923,No longer needed,1243,13,1,Express,Damaged,352.73503052201914,1
3232,Clothing,6,179.7933462293629,Did not like,1209,5,0,Standard,Defective,80.59167864502581,0
3233,Clothing,2,246.75198504289486,Wrong item,276,3,1,Express,Complete,59.14501842431225,1
3234,Home & Garden,8,116.32347300848139,Defective,1070,0,1,Standard,Opened,568.7863919103185,0
3235,Home & Garden,1,27.545604945655917,No longer needed,705,4,0,Standard,Defective,415.9127090761397,0
3236,Beauty & Health,9,159.06339109993195,Did not like,1215,12,0,Express,Unopened,115.71866532191576,0
3237,Books,8,197.31613337837032,Not as described,180,4,1,Express,Opened,355.9160611289778,0
3238,Beauty & Health,1,290.8962430008682,Defective,440,13,1,Express,Unopened,192.11095175443737,0
3239,Beauty & Health,9,473.15199164659026,No longer needed,520,6,1,Express,Opened,468.5964855630638,0
3240,Electronics,2,474.9689950744801,No longer needed,327,0,0,Standard,Complete,497.8093844069429,0
3241,Electronics,3,53.647183452458606,Defective,572,12,2,Standard,Damaged,329.18356279084327,1
3242,Beauty & Health,2,315.02992617496176,Defective,187,10,2,Express,Defective,275.22202433234247,1
3243,Beauty & Health,8,40.32927242617093,No longer needed,1473,5,2,Standard,Defective,224.45782871804943,1
3244,Beauty & Health,2,331.0789159115377,Did not like,289,14,2,Express,Opened,68.06203136039159,1
3245,Clothing,2,76.49746989207037,Not as described,966,6,2,Standard,Damaged,358.39896646480355,1
3246,Electronics,1,474.27335601060815,Did not like,1080,0,1,Standard,Damaged,329.9098577520328,0
3247,Beauty & Health,7,434.8825676187053,Wrong item,1080,14,2,Standard,Complete,167.16366436409538,0
3248,Home & Garden,2,30.717838665623987,Wrong item,235,2,1,Standard,Unopened,342.62818814319695,0
3249,Home & Garden,5,395.423227739771,Wrong item,1448,9,0,Standard,Defective,307.19754253982467,0
3250,Clothing,5,325.2306162418933,No longer needed,139,8,0,Express,Opened,193.37337267222114,0
3251,Clothing,3,257.77721150450196,Not as described,1410,12,2,Standard,Damaged,458.70345319538774,0
3252,Books,3,309.2645536411944,Not as described,355,7,0,Express,Defective,185.23343568797088,0
3253,Books,3,345.560029022306,No longer needed,1046,12,1,Standard,Defective,298.07186912479693,0
3254,Books,6,444.5395882690463,No longer needed,638,13,2,Standard,Defective,343.3804738398763,0
3255,Clothing,4,388.3316773005178,No longer needed,1414,9,2,Express,Damaged,496.2420739663877,0
3256,Clothing,3,296.1813532783955,Not as described,1439,5,1,Express,Complete,281.30236243857723,0
3257,Clothing,2,415.81551715760406,No longer needed,957,7,1,Standard,Defective,163.8493484139427,0
3258,Home & Garden,3,493.7230191217281,Defective,231,11,1,Express,Damaged,58.14937555432751,0
3259,Clothing,4,164.08737002878146,Defective,967,1,2,Express,Damaged,188.63252389636355,1
3260,Home & Garden,6,76.84193312876872,Defective,840,12,0,Standard,Opened,462.7891361546819,1
3261,Books,4,371.0951651401759,No longer needed,638,12,0,Express,Complete,501.26030129541476,0
3262,Books,8,489.7262402782319,Defective,1426,11,0,Standard,Complete,380.37932858880976,1
3263,Books,3,76.01884217718444,No longer needed,381,6,0,Standard,Complete,571.5805799341294,0
3264,Beauty & Health,3,227.21948384395625,Defective,591,1,2,Express,Damaged,337.19939048901716,1
3265,Beauty & Health,3,49.88846824914667,No longer needed,379,2,1,Express,Damaged,313.62880104909084,1
3266,Electronics,8,392.7353325299791,Did not like,1322,1,0,Standard,Complete,508.06038524869143,1
3267,Electronics,4,475.3801835442138,Wrong item,1498,10,2,Express,Damaged,141.84730037653645,0
3268,Electronics,1,259.5171941369599,Did not like,1423,4,2,Standard,Complete,58.32668727852885,0
3269,Beauty & Health,2,216.5701506848908,Wrong item,1008,12,0,Standard,Opened,534.9881837502717,1
3270,Beauty & Health,2,455.70513116025006,Wrong item,765,9,1,Express,Unopened,343.7613478771068,0
3271,Electronics,3,84.02642687221598,Defective,1422,4,1,Standard,Unopened,459.6932792864804,0
3272,Electronics,6,447.96046950801224,Wrong item,654,5,2,Standard,Unopened,395.90722275426,1
3273,Clothing,8,208.22048134465638,Wrong item,1445,14,1,Standard,Unopened,415.1381565238018,1
3274,Electronics,1,288.5150779317907,Did not like,1233,5,2,Standard,Opened,373.0361186658484,1
3275,Clothing,9,273.5802104615883,Wrong item,570,14,1,Standard,Damaged,448.8602425642489,1
3276,Home & Garden,1,315.6700037170136,No longer needed,511,6,0,Standard,Opened,112.42060952888056,0
3277,Beauty & Health,2,472.21919060360193,No longer needed,612,13,1,Express,Defective,188.00893188558413,1
3278,Electronics,3,476.5409754883413,Defective,1263,7,0,Express,Damaged,313.5240690374475,0
3279,Beauty & Health,7,418.95116823856904,Did not like,977,3,0,Express,Complete,444.05319172824886,1
3280,Beauty & Health,9,111.94115697814371,Not as described,789,8,2,Standard,Defective,219.67392052352304,0
3281,Beauty & Health,3,180.08783570646048,Did not like,1048,2,0,Standard,Defective,493.97049106784027,0
3282,Home & Garden,8,254.15592812218145,Not as described,159,4,2,Express,Opened,85.93652453146706,0
3283,Books,9,454.62125089688834,Wrong item,1306,14,0,Standard,Defective,484.9954059609806,0
3284,Electronics,7,270.0151154461817,Not as described,518,14,0,Standard,Opened,434.48258135576964,0
3285,Books,4,489.169119041023,Wrong item,1056,2,0,Express,Defective,85.89413093551794,1
3286,Books,4,492.2437624012236,Did not like,924,14,1,Standard,Opened,67.39946802303817,0
3287,Books,4,307.32044454223166,Did not like,1007,1,1,Express,Damaged,511.94812690786586,1
3288,Beauty & Health,6,441.19776298294937,Defective,832,11,0,Standard,Defective,129.6367759478499,1
3289,Clothing,4,499.62690177147147,Defective,1350,10,2,Express,Opened,189.316930009671,0
3290,Beauty & Health,5,427.86392865018547,Wrong item,490,4,0,Express,Unopened,542.9600012415688,1
3291,Beauty & Health,9,335.3172863294022,Wrong item,1267,8,2,Standard,Unopened,238.58172952212297,1
3292,Books,7,425.66409224983755,No longer needed,835,5,0,Standard,Defective,341.73919131746476,0
3293,Beauty & Health,8,59.67442965911411,No longer needed,760,3,0,Express,Opened,67.05885677331037,1
3294,Books,5,324.71423241432285,No longer needed,126,6,2,Standard,Damaged,362.9567055141214,1
3295,Clothing,5,123.93057547280245,Did not like,722,9,2,Express,Defective,442.43883425139313,0
3296,Electronics,7,75.71055231232353,Not as described,983,4,1,Express,Damaged,360.80938365796754,0
3297,Books,8,448.5782011174889,Wrong item,226,11,2,Standard,Opened,494.77420733960867,1
3298,Clothing,9,327.02957300386583,Defective,380,6,0,Express,Unopened,477.10517048047484,0
3299,Electronics,2,136.90234204252337,Wrong item,418,12,2,Express,Opened,313.51038659381356,0
3300,Home & Garden,3,205.65550291527134,Not as described,540,1,1,Standard,Damaged,404.808718851335,0
3301,Books,2,487.1727417696281,Wrong item,440,1,0,Standard,Unopened,202.15041440489767,1
3302,Books,7,433.8473853822218,Defective,793,8,0,Express,Defective,247.24282877913447,1
3303,Home & Garden,2,27.479261840247666,Defective,218,14,0,Express,Unopened,392.0364753560055,0
3304,Home & Garden,2,490.3044776635253,Not as described,877,14,2,Standard,Defective,413.2272906513912,1
3305,Books,2,196.89414720629952,Defective,789,3,0,Express,Defective,96.9464335845724,1
3306,Home & Garden,4,353.80071967324386,Did not like,812,0,0,Standard,Unopened,500.5815473378625,0
3307,Beauty & Health,1,362.08475101241294,Defective,1491,8,2,Express,Unopened,400.4453110108963,1
3308,Electronics,2,457.60852913937316,Not as described,484,14,0,Express,Damaged,230.04360238668284,0
3309,Electronics,3,444.82922057773504,Not as described,609,0,2,Standard,Unopened,174.49831204254244,0
3310,Electronics,7,155.23020389583723,Wrong item,1281,13,2,Express,Complete,381.6964295303306,0
3311,Beauty & Health,1,328.8970295771508,Defective,185,14,1,Express,Unopened,432.73858659602854,1
3312,Home & Garden,6,208.97860300592214,Defective,460,10,0,Standard,Damaged,560.623125797782,0
3313,Clothing,3,272.26099350066545,Not as described,1105,1,2,Express,Complete,151.74528314596853,1
3314,Home & Garden,3,286.2456922087708,Wrong item,891,8,1,Express,Complete,326.6052051654307,0
3315,Books,4,210.24485399889764,Wrong item,1208,10,2,Standard,Opened,575.3488192547557,0
3316,Electronics,4,242.66912981140482,Did not like,458,2,0,Express,Complete,550.2428476224113,1
3317,Home & Garden,7,120.00428860208537,Did not like,826,10,1,Standard,Defective,312.84192299713635,1
3318,Clothing,3,311.6702639655065,Not as described,1256,0,2,Express,Damaged,353.6217147571825,0
3319,Books,8,384.3007114125251,Wrong item,1370,2,1,Express,Opened,554.0759333614762,1
3320,Beauty & Health,8,226.27577797917178,Wrong item,1264,8,0,Express,Unopened,67.66852895464133,1
3321,Beauty & Health,7,489.28644233795296,Did not like,546,11,2,Standard,Complete,586.9106461721371,1
3322,Clothing,2,47.46867555750491,Did not like,1199,1,0,Express,Opened,587.346762144665,0
3323,Books,5,302.79712723866294,Not as described,1221,4,2,Express,Defective,569.4009755079804,0
3324,Electronics,6,300.12837125300575,Wrong item,1426,0,1,Express,Opened,581.0275853705774,1
3325,Home & Garden,4,37.422213637159736,Not as described,1178,9,0,Express,Defective,217.2376592717232,1
3326,Books,5,127.79368275091426,Did not like,404,0,1,Express,Opened,70.38743084832593,0
3327,Beauty & Health,9,454.6604401517914,Defective,870,13,2,Express,Opened,206.39019373394586,0
3328,Clothing,7,281.36674141242264,Did not like,633,11,2,Standard,Unopened,240.11546074452812,0
3329,Clothing,2,229.46521998458263,Wrong item,134,6,0,Standard,Unopened,243.85562950411006,1
3330,Home & Garden,1,219.43829385768265,Not as described,781,9,0,Express,Unopened,424.25236750116886,1
3331,Clothing,2,446.3171993696524,Wrong item,1263,9,2,Standard,Opened,524.9894143512137,1
3332,Clothing,3,196.1749642983612,Did not like,1114,2,1,Standard,Complete,172.0927183292025,0
3333,Books,2,432.4000939166037,Did not like,740,14,2,Express,Opened,296.00552404807917,1
3334,Electronics,3,168.4124476685361,No longer needed,1223,0,1,Express,Unopened,258.1811924717368,0
3335,Home & Garden,9,275.12191256136487,Did not like,1089,0,0,Express,Opened,470.5311715044931,1
3336,Books,4,89.03348937723622,Wrong item,1496,12,1,Standard,Complete,224.84240154327526,1
3337,Electronics,9,416.0145498768534,Not as described,858,10,2,Express,Defective,80.91879762677632,0
3338,Books,3,373.26793808231736,Not as described,1146,14,1,Standard,Damaged,233.59202024827064,0
3339,Books,1,274.44467046788793,No longer needed,383,10,0,Express,Unopened,244.68410575949338,0
3340,Clothing,5,32.43262758990694,Wrong item,212,4,1,Express,Opened,502.3125242240953,0
3341,Electronics,2,251.00351929162593,Did not like,472,2,2,Express,Complete,351.3418674488714,0
3342,Home & Garden,4,128.09433354811847,Defective,296,10,2,Express,Unopened,337.93325219737636,0
3343,Home & Garden,2,218.4196620200093,Not as described,1287,3,1,Express,Unopened,379.3559064119748,1
3344,Electronics,2,431.08471465214933,Wrong item,992,5,2,Express,Defective,358.79964365254347,0
3345,Clothing,3,389.4095865683518,No longer needed,921,1,0,Express,Damaged,424.90753759346416,0
3346,Beauty & Health,5,136.13739656364663,Defective,109,6,1,Standard,Opened,547.1428252657126,1
3347,Books,4,492.77764780426423,Wrong item,497,4,1,Express,Opened,531.9937954835301,0
3348,Clothing,2,453.5410430194246,Did not like,251,7,1,Standard,Unopened,322.4255483645371,1
3349,Electronics,2,273.76325270420784,Not as described,290,3,2,Express,Complete,515.7316526923494,0
3350,Books,6,274.47215373819836,Did not like,376,13,1,Standard,Unopened,524.665707719478,0
3351,Home & Garden,7,452.6076632015851,No longer needed,592,11,1,Standard,Defective,484.2520392742765,1
3352,Beauty & Health,6,325.34950805083133,Not as described,1366,7,1,Express,Damaged,73.12980659042346,1
3353,Home & Garden,7,277.610437694131,Defective,587,3,1,Standard,Defective,414.1292132479339,1
3354,Electronics,1,379.59129136684606,Not as described,375,10,0,Express,Complete,222.26738568676646,1
3355,Books,6,132.84661532996108,Did not like,289,13,2,Express,Opened,530.3041062081339,1
3356,Electronics,3,441.62116145388774,Wrong item,963,13,0,Standard,Complete,206.17918894517803,0
3357,Books,1,275.07931539586605,Wrong item,1430,4,1,Standard,Defective,555.2442690274968,0
3358,Clothing,8,309.6796615864164,Wrong item,395,2,2,Standard,Opened,388.31645057287346,1
3359,Beauty & Health,4,63.17305820232056,No longer needed,1357,10,1,Express,Damaged,404.78049447276317,1
3360,Clothing,8,168.56430020587118,No longer needed,440,3,0,Standard,Unopened,538.2548380518019,0
3361,Clothing,4,224.83296160260537,Wrong item,692,8,1,Express,Damaged,591.9716548599906,1
3362,Electronics,4,218.67657124928937,Defective,1316,4,0,Standard,Unopened,219.95445050317633,0
3363,Beauty & Health,4,393.5764957656598,Did not like,982,12,0,Express,Damaged,98.87343404241008,1
3364,Books,6,155.51475079520384,Defective,1487,3,2,Express,Opened,447.84064911363765,0
3365,Books,9,107.41244592467169,Wrong item,1049,3,1,Express,Opened,88.59832644054794,1
3366,Home & Garden,5,299.65628070188154,Did not like,357,6,1,Standard,Opened,343.62662861816744,0
3367,Books,8,315.2071320161996,No longer needed,1076,1,1,Express,Unopened,239.88902125410084,0
3368,Electronics,8,78.35998740139561,Not as described,1354,3,2,Standard,Opened,264.49457967756285,0
3369,Clothing,4,21.184881433278075,Not as described,113,2,0,Standard,Complete,179.51646438603032,1
3370,Clothing,9,460.47155841049226,Did not like,1137,6,2,Express,Unopened,434.6366407551314,0
3371,Clothing,9,58.22575861440035,Defective,655,3,2,Express,Opened,364.54660022602536,0
3372,Beauty & Health,5,450.9761273321601,Did not like,1107,7,0,Standard,Opened,573.8440998796715,1
3373,Books,6,211.62313970547734,Defective,309,4,1,Express,Damaged,245.54603503457707,1
3374,Electronics,5,333.4668358376322,Defective,1163,8,0,Standard,Complete,266.86164377955225,1
3375,Beauty & Health,3,109.0950515390702,Not as described,1157,8,0,Express,Complete,140.75517808080878,1
3376,Home & Garden,8,415.48017335719476,No longer needed,846,2,0,Express,Unopened,386.4143353278911,0
3377,Electronics,9,106.49282571193966,Wrong item,1357,8,1,Express,Complete,102.22382070592855,0
3378,Electronics,4,205.52439119115522,No longer needed,1413,3,0,Express,Opened,582.4917584943012,1
3379,Electronics,9,134.25237415079664,Wrong item,954,8,2,Express,Unopened,550.5374107214925,0
3380,Clothing,9,422.0028596897297,Not as described,947,11,0,Express,Defective,434.82913002849244,1
3381,Electronics,7,432.0011905514621,Wrong item,1050,13,0,Express,Damaged,224.50849857634134,0
3382,Books,8,198.573866897711,Defective,1441,1,2,Standard,Damaged,245.88298831243137,0
3383,Electronics,3,167.54166608205134,Did not like,739,4,1,Express,Defective,97.91967191812807,1
3384,Clothing,5,391.3113800936793,Wrong item,507,5,2,Express,Unopened,185.8650296537927,1
3385,Electronics,3,441.68574646940056,No longer needed,915,2,1,Standard,Defective,244.1618188259639,0
3386,Home & Garden,7,319.5295971747506,Not as described,1203,1,1,Standard,Complete,296.36041508463245,0
3387,Home & Garden,6,465.1537643499696,Not as described,275,0,1,Express,Opened,305.3488794176699,1
3388,Clothing,3,203.86103016804012,Did not like,1114,10,1,Standard,Defective,536.8086164854597,1
3389,Books,9,92.90547296833388,Defective,947,6,2,Standard,Defective,297.40063941735434,0
3390,Books,1,106.22863151217985,Defective,1408,3,1,Standard,Complete,576.5844718533491,0
3391,Beauty & Health,3,341.51933710266565,Not as described,417,7,2,Standard,Unopened,96.0965299618025,0
3392,Clothing,7,215.61268307773594,Defective,509,7,0,Express,Opened,166.03738598227216,0
3393,Electronics,3,95.0310072040725,Did not like,1265,7,2,Express,Opened,263.39259488801974,1
3394,Clothing,3,160.2688903537318,Not as described,346,1,0,Express,Damaged,538.485288556277,1
3395,Beauty & Health,2,274.69043457571934,Defective,276,12,2,Express,Opened,117.21674921829498,0
3396,Clothing,9,78.29372814182548,Wrong item,910,4,0,Standard,Opened,245.28517559408476,1
3397,Clothing,4,21.652399493316672,Wrong item,1467,7,2,Standard,Opened,111.69509701355267,1
3398,Beauty & Health,6,460.30306279789403,Defective,363,9,2,Standard,Opened,475.6975890869435,0
3399,Books,2,166.33337157348114,Wrong item,267,1,2,Standard,Complete,205.35726930950568,0
3400,Electronics,9,126.31910976463342,Did not like,1148,1,2,Express,Damaged,288.9096448087762,1
3401,Beauty & Health,7,355.27078866953065,No longer needed,802,0,0,Express,Defective,499.58776132792593,1
3402,Home & Garden,5,429.6333066468216,Did not like,627,5,1,Express,Damaged,142.31349921765803,1
3403,Books,7,323.4938083248916,Did not like,1433,13,2,Standard,Unopened,570.9398845591057,1
3404,Home & Garden,4,142.15172196729517,Defective,127,13,0,Express,Defective,266.6615945527949,1
3405,Books,7,433.58557921006815,Did not like,1493,4,2,Standard,Damaged,231.7209422917721,1
3406,Electronics,2,265.0050541410653,Defective,1417,14,1,Express,Damaged,154.9163888286066,1
3407,Electronics,7,202.9715854209185,Not as described,763,12,0,Standard,Damaged,307.1319900761327,0
3408,Clothing,4,310.2685374238275,Defective,679,0,0,Standard,Damaged,589.3831420392435,0
3409,Home & Garden,4,356.2938673463919,Defective,136,10,0,Standard,Damaged,320.0419027135413,0
3410,Books,1,305.03833957526825,Not as described,987,7,2,Express,Damaged,298.67457017157074,1
3411,Electronics,3,461.7178139469468,No longer needed,646,7,2,Express,Complete,54.19500838481626,0
3412,Beauty & Health,5,321.44854687954575,Not as described,745,4,1,Standard,Complete,208.21942695740407,1
3413,Electronics,5,441.7187420602767,Defective,977,10,1,Standard,Defective,175.34978393289094,0
3414,Beauty & Health,2,301.7400488738593,Wrong item,772,14,2,Standard,Opened,71.43678132212877,1
3415,Books,4,178.24619539045995,Defective,471,2,2,Standard,Damaged,295.31755009300696,0
3416,Electronics,1,275.5024723919338,Not as described,835,7,0,Standard,Opened,124.58500326924833,0
3417,Electronics,9,61.44161103276923,Defective,201,2,2,Standard,Complete,326.6384413819287,0
3418,Books,1,130.48382426998126,Not as described,1478,12,0,Express,Unopened,300.0542638221537,1
3419,Electronics,6,387.791197857784,Did not like,564,3,1,Express,Damaged,172.49249773057437,0
3420,Beauty & Health,7,337.5082931285245,No longer needed,793,10,2,Standard,Defective,489.0878605047012,1
3421,Electronics,3,99.92898105625345,No longer needed,579,13,1,Express,Opened,559.7472958660378,0
3422,Home & Garden,1,230.24728460387897,Not as described,1009,6,2,Express,Defective,123.73280450602125,0
3423,Clothing,7,88.15625884651988,No longer needed,315,6,2,Express,Damaged,103.55467581743636,0
3424,Beauty & Health,3,430.7925710595075,Wrong item,1098,3,0,Express,Opened,239.63846949147046,0
3425,Home & Garden,6,72.40145684205865,Wrong item,1450,8,2,Express,Opened,385.7422387974943,0
3426,Books,6,334.0327984449606,No longer needed,799,5,1,Express,Damaged,397.5926632923628,0
3427,Beauty & Health,4,311.3600004695212,Not as described,699,7,2,Express,Unopened,393.7295165981269,1
3428,Clothing,6,246.93278991048794,Wrong item,1370,6,1,Standard,Damaged,366.64221408025264,0
3429,Clothing,4,153.55261887878805,No longer needed,1112,3,2,Express,Defective,262.1800660644178,0
3430,Books,8,213.89911999665412,Defective,1211,11,1,Standard,Complete,480.1009893779322,0
3431,Books,9,407.06782422130254,Wrong item,433,1,1,Express,Complete,574.2688370119139,0
3432,Beauty & Health,2,385.54439146212917,Did not like,763,10,1,Express,Complete,374.29421833245283,0
3433,Electronics,7,374.6283752773455,Wrong item,878,12,2,Standard,Opened,170.6854515224976,1
3434,Books,9,379.9153204933077,No longer needed,1323,1,0,Standard,Opened,358.9759311576964,0
3435,Electronics,9,89.06545969056279,No longer needed,1458,13,1,Express,Damaged,465.54739776321964,0
3436,Home & Garden,5,67.56629617396719,No longer needed,1101,7,1,Express,Opened,506.32660196978685,1
3437,Clothing,1,433.51933896993063,Not as described,549,7,0,Standard,Defective,445.0380352431428,1
3438,Electronics,6,421.84379376533303,Not as described,315,11,1,Express,Damaged,539.7743771694641,0
3439,Clothing,8,347.0327859422544,Defective,1040,0,1,Express,Defective,573.611068834717,1
3440,Electronics,1,310.8347577514583,Defective,685,12,2,Express,Complete,320.6052165222914,1
3441,Home & Garden,2,196.09841911154643,Wrong item,771,0,0,Standard,Defective,347.5327257069338,1
3442,Books,1,127.55964395744157,No longer needed,1378,3,1,Express,Complete,235.63294135964048,1
3443,Home & Garden,5,340.4750901103215,Defective,1116,0,2,Express,Opened,412.3891938514142,1
3444,Books,2,458.2566262795889,No longer needed,604,9,2,Standard,Damaged,377.60821531280766,0
3445,Books,4,229.75835635431199,Wrong item,537,0,2,Express,Unopened,148.29249655208793,1
